row ID,row m/z,row retention time,1-1A01.mzML Peak area,2-6D03.mzML Peak area,3-B2R04.mzML Peak area,4-B2R08.mzML Peak area,5-B2R09.mzML Peak area,6-C2M19.mzML Peak area,7-C2R07_2.mzML Peak area,8-C3M06.mzML Peak area,9-D3M06.mzML Peak area,10-D3M17.mzML Peak area,11-G1M02.mzML Peak area,bkgrnd-marine-broth.mzML Peak area
335,393.2086181640624,26328.647999999997,0,1,0,1,0,1,0,0,1,1,0,0
336,393.20854759216286,26315.872499999998,0,1,0,1,0,1,1,0,0,1,0,0
337,393.208511352539,26393.48,0,0,1,0,0,1,0,1,0,0,0,0
338,395.2379913330075,25979.535,0,0,0,1,0,1,0,0,0,0,0,0
339,396.33476003011066,49109.8425,1,1,1,1,1,1,1,1,1,1,1,1
340,398.326232910156,1076.055,0,0,0,0,0,0,1,0,0,0,0,0
341,401.2895843505861,49163.478,1,1,1,1,1,1,1,1,1,1,0,1
342,401.289476182726,49274.74,0,1,0,1,0,0,0,0,0,1,0,0
343,401.29032389322947,49311.81,0,1,0,1,0,0,0,0,0,0,0,0
344,403.31761112919565,49700.2,1,0,0,0,0,0,0,1,0,0,1,1
345,407.21237182617205,21307.399999999998,0,0,0,0,1,0,0,0,0,0,0,0
346,413.348892211914,38149.259999999995,0,0,0,0,0,0,0,0,1,0,0,0
347,414.23333740234364,23060.748888888887,0,0,1,0,1,0,1,1,1,0,0,0
348,415.21086120605503,43865.895,0,0,0,0,0,0,1,1,0,1,0,0
349,415.2538370325947,26702.595652173906,1,1,1,1,1,1,1,1,1,1,0,1
350,415.252705891927,26116.019999999997,0,0,0,1,0,0,0,0,0,0,0,0
351,416.336588541667,1033.158333333333,0,0,0,0,0,0,1,0,0,0,0,0
352,417.203094482422,25190.085,1,0,0,0,0,0,0,0,0,0,0,0
353,419.2288258870445,27495.155,0,0,1,0,1,0,0,1,1,0,0,1
354,423.3326147830846,48835.75727272727,1,1,1,1,1,1,1,1,1,1,0,1
355,426.233032226563,24141.17,0,0,0,1,0,0,0,0,0,0,0,0
356,426.3215767996653,37063.36071428572,1,1,1,1,1,1,1,1,1,1,0,0
357,426.32111150568176,37028.05636363636,0,1,1,1,1,1,0,0,1,1,0,0
358,427.2289123535155,24580.395,0,0,1,0,1,0,0,1,0,0,1,0
359,428.25024668375653,25463.78,0,0,1,0,1,0,0,1,1,0,1,1
360,430.2294769287109,24908.68875,0,0,1,0,1,0,1,1,1,1,1,1
361,430.24343695156836,28271.509565217395,1,1,1,1,1,1,1,1,1,1,0,0
362,430.2434255811904,28288.705,1,1,1,1,1,1,1,1,1,1,0,0
363,430.29499816894497,33086.009999999995,0,1,0,0,0,0,0,0,0,1,0,0
364,430.91259765625,7965.610000000001,0,0,0,0,0,0,0,0,0,0,1,0
365,431.20654296875006,32159.31,1,1,0,0,0,0,0,0,0,0,0,0
366,431.248886108398,24877.380000000005,0,0,0,0,0,1,0,0,0,0,0,0
367,432.2811311180911,26675.2047761194,1,1,1,1,1,1,1,1,1,1,1,1
368,433.24365234375,28024.275,0,0,1,0,0,0,0,0,1,0,0,0
369,437.2343114217125,26642.489999999998,0,0,0,1,0,1,0,0,0,0,0,0
370,437.2343114217125,26599.77,0,0,0,1,0,1,0,0,0,0,0,0
371,437.23461151123047,26691.0,0,0,0,0,1,0,0,0,1,0,0,0
372,437.2373962402345,26731.08,0,0,1,0,0,0,0,0,0,0,0,1
373,437.234954833984,26662.5,0,0,0,0,0,0,0,0,0,1,0,0
374,439.2664794921877,26393.4525,1,0,0,1,0,1,0,0,0,0,0,0
375,440.21534423828115,25717.056,1,1,0,0,0,0,0,0,0,1,0,0
376,440.242980957031,24544.199999999997,1,0,0,0,0,0,0,0,0,0,0,0
377,440.25015976849716,25734.412941176473,0,0,1,1,1,0,0,1,1,0,1,1
378,440.3609686065138,48626.35263157895,1,1,1,1,1,1,1,1,1,1,1,1
379,440.3610275995164,48640.63885714286,1,1,1,1,1,1,1,1,1,1,1,1
380,440.4112114539514,43776.04846153846,1,1,1,0,1,1,1,1,0,1,0,1
381,440.4112114539514,43787.556923076925,1,1,1,0,1,1,1,1,0,1,0,1
382,442.263656616211,25906.32,0,0,1,0,0,0,0,0,0,0,1,0
383,444.2885468311797,36539.14384615384,0,1,1,1,1,1,1,1,1,1,1,0
384,444.29777155695734,44189.27432432433,1,1,1,1,1,1,1,1,1,1,0,1
385,445.314494413488,48711.45176470588,1,1,1,1,1,1,1,1,1,1,0,0
386,445.31363278343554,48867.16285714286,0,1,1,1,1,1,1,0,1,1,0,0
387,446.186462402344,11627.880000000001,0,0,1,0,0,0,0,0,0,0,0,0
388,446.22302100771947,20912.14285714286,0,0,1,0,1,0,0,1,1,0,0,0
389,447.3449577562735,49222.08,1,0,0,0,0,0,0,0,0,1,1,1
390,448.3059305826824,33111.38,0,1,1,1,1,1,1,1,1,1,0,0
391,448.3066239790482,33117.42272727274,1,1,1,1,1,1,1,1,1,1,0,0
392,448.305887858073,32990.130000000005,0,0,1,0,0,0,1,0,0,0,0,0
393,448.30598449706997,33154.53,0,0,0,0,0,0,1,0,0,1,0,0
394,449.20156860351557,16846.735,0,0,0,1,0,0,0,0,0,1,0,0
395,450.3221333821615,38303.25130434783,1,1,1,1,1,1,1,1,1,1,0,1
396,450.3215810139973,38325.042,0,1,1,0,0,1,1,1,1,1,0,0
397,450.3245951334635,38297.4,0,0,0,1,0,0,0,0,0,0,0,1
398,450.3245951334635,38359.770000000004,0,0,0,1,0,0,0,0,0,0,0,1
399,452.276545206706,41023.259999999995,0,0,0,0,0,1,0,0,0,0,0,0
400,452.276545206706,42139.14,0,0,0,0,0,1,0,0,0,0,0,0
401,453.718322753906,24338.699999999997,0,0,0,0,0,0,1,0,0,0,0,0
402,456.24716186523455,25451.760000000002,0,0,0,0,0,0,0,1,0,0,0,1
403,458.261513449929,25551.16363636364,0,0,1,0,1,0,0,1,1,0,0,1
404,458.261983235677,25723.320000000003,0,0,0,0,0,0,0,0,1,0,0,1
405,459.279890580611,26991.807272727274,1,1,0,1,1,1,1,1,1,1,0,0
406,460.2406446668835,25049.326666666668,0,0,1,0,1,0,0,1,1,0,0,1
407,466.3173789130317,32989.662000000004,1,1,1,1,1,1,1,1,1,1,1,1
408,466.31719830392416,32972.482758620696,1,1,1,1,1,1,1,1,1,1,1,1
409,467.300354003906,28301.16,0,0,0,1,0,1,0,0,0,0,0,0
410,467.3579054612381,48434.25076923077,1,1,1,1,1,1,1,1,1,1,0,0
411,470.3318317119893,39301.153846153844,0,1,0,1,1,1,1,0,1,0,0,0
412,472.275054931641,26290.14,0,0,0,1,0,0,0,0,0,0,0,0
413,472.275054931641,26301.63,0,0,0,1,0,0,0,0,0,0,0,0
414,476.3078702290852,26942.8275,1,1,1,1,1,1,1,1,1,1,1,1
415,476.306193033854,27153.3,0,0,1,0,1,0,0,1,0,0,0,0
416,477.3329037064355,37090.74,1,1,1,1,1,1,1,1,1,1,0,1
417,480.27746582031233,36406.88,0,0,1,0,0,0,1,0,0,1,0,0
418,480.2775650024415,36175.965000000004,0,1,0,1,0,1,1,0,0,0,0,0
419,481.26133219401055,26946.97565217391,1,1,1,0,1,1,1,1,1,1,0,0
420,481.2628343370227,26947.660000000003,0,1,0,0,0,1,0,0,0,0,0,1
421,482.36810796828496,53386.33028571428,0,1,1,0,1,1,1,1,1,1,0,0
422,482.36811319986987,53384.547692307686,0,1,0,0,1,1,1,1,1,1,0,0
423,483.04963684082077,16971.495,0,0,0,0,0,1,0,0,0,1,0,0
424,483.25013501716387,43721.876363636366,1,1,1,1,1,1,1,1,1,1,0,1
425,483.2914672851563,26736.140999999996,1,1,1,1,1,1,1,1,0,1,0,0
426,484.3244093718352,1157.634,0,0,0,1,1,1,1,0,0,0,1,0
427,484.3865271674262,48163.769166666665,1,1,1,1,1,1,1,1,1,1,1,1
428,488.2349461146765,24799.182857142856,0,0,1,1,1,0,1,1,1,0,1,1
429,489.33906046549475,48276.735,0,1,0,0,1,1,0,0,0,1,0,0
430,489.3391850789387,48291.03,0,0,0,1,0,0,1,0,1,0,0,0
431,489.33932136086855,48412.690588235295,0,1,1,1,0,1,1,1,1,1,0,0
432,491.37092420789935,48765.74461538462,1,1,1,1,1,1,1,1,1,1,0,1
433,495.47210458608777,1175.8600000000001,0,1,1,1,0,0,0,0,0,0,0,1
434,495.47210458608777,1176.0507692307692,0,1,1,1,0,0,0,0,0,0,0,1
435,497.270914713542,24209.26,0,0,0,0,0,0,0,0,0,0,1,0
436,498.2896303449357,36130.804285714294,1,1,1,1,1,1,1,1,0,1,0,1
437,498.28937421526217,36138.21857142857,1,1,1,1,1,1,1,1,0,1,0,1
438,498.89985148112004,8117.81,0,0,0,0,0,0,0,0,0,0,1,0
439,499.2128283691408,21654.319200000005,0,0,1,0,1,0,1,1,1,0,0,0
440,499.23629760742193,43757.619999999995,1,0,0,0,0,0,0,0,0,0,0,0
441,500.30391125801276,44160.34153846154,0,1,1,1,1,0,1,1,0,0,0,1
442,500.30466800265845,44183.715000000004,1,1,1,0,1,1,1,1,0,0,0,1
443,511.25713094075496,12055.560000000003,1,0,0,0,0,0,0,0,0,0,0,0
444,511.28753967285166,25870.256999999998,0,0,1,0,1,1,0,1,1,0,1,1
445,511.38290405273426,48022.695,0,1,0,1,0,0,1,0,0,0,0,0
446,512.269755045573,24290.440000000002,0,0,0,0,0,1,0,0,0,0,0,0
447,512.269755045573,24301.94,0,0,0,0,0,1,0,0,0,0,0,0
448,513.265482584635,24848.819999999996,0,0,0,0,0,0,0,0,0,1,0,0
449,513.265482584635,24860.34,0,0,0,0,0,0,0,0,0,1,0,0
450,514.3580457899307,39107.16777777778,0,1,1,1,1,1,1,1,1,1,0,0
451,516.2985935585173,36396.57882352941,0,1,1,1,1,1,1,1,0,1,0,0
452,516.2983427501862,36317.46,0,0,1,1,1,1,0,1,0,0,0,0
453,516.298736572266,36482.58,0,0,0,0,1,0,1,0,0,0,0,0
454,517.2437255859375,34346.892,1,1,0,0,0,0,0,0,0,0,0,0
455,518.3584383451024,38438.140384615384,0,1,1,1,1,1,1,1,1,1,0,0
456,520.334207201761,27197.70666666666,1,1,1,1,1,1,1,1,1,1,1,1
457,520.33295694987,27469.47,0,0,0,0,0,1,1,0,0,0,0,0
458,522.2198028564453,25713.765,0,0,1,0,1,0,1,1,1,0,1,1
459,522.354919433594,47844.0,0,0,1,0,0,0,0,0,0,0,0,0
460,522.354919433594,47855.52,0,0,1,0,0,0,0,0,0,0,0,0
461,525.2877110072544,27223.53428571429,0,0,1,0,0,0,1,1,1,0,0,1
462,525.287584092882,27128.533333333336,0,1,1,1,0,1,0,1,1,1,0,1
463,525.28662109375,27105.84,0,0,0,1,0,1,0,0,0,0,0,0
464,525.2868652343752,27170.865,0,1,0,0,0,0,0,1,0,1,0,0
465,526.2603225708009,11590.522500000001,0,0,1,0,1,0,1,1,1,0,0,0
466,526.3943036397299,52749.075,0,0,1,0,1,1,1,1,1,1,0,0
467,526.396644823479,52809.796363636364,1,1,1,0,1,1,1,1,1,1,0,1
468,527.2812539377522,23953.629677419354,0,0,1,0,1,0,0,1,1,0,1,1
469,527.280914306641,25205.19,0,0,1,0,0,0,0,0,0,0,1,0
470,527.3166775173613,27006.986666666668,1,1,1,1,1,1,1,1,0,1,0,0
471,528.227844238281,11851.169999999998,0,0,0,0,0,1,0,0,0,0,0,0
472,528.412105984158,47780.1725,1,1,1,1,1,1,1,1,1,1,1,1
473,529.2604064941405,23692.62,0,0,1,0,1,0,0,0,0,0,0,0
474,529.296142578125,26192.22,0,0,0,0,0,0,0,0,0,0,1,0
475,530.379280090332,1168.5718749999999,0,1,1,1,1,0,0,0,0,0,0,0
476,531.276000976563,24839.539999999997,0,0,0,0,0,0,0,0,0,0,1,0
477,531.276000976563,24851.06,0,0,0,0,0,0,0,0,0,0,1,0
478,531.3508317188551,52969.91806451612,0,1,1,0,1,1,1,1,1,1,0,1
479,533.3268130722867,36144.86322580646,1,1,1,1,1,1,1,1,0,1,1,1
480,533.3266269259983,36150.78799999999,1,1,1,1,1,1,1,1,0,1,1,1
481,533.3668378194172,47958.271875,1,1,1,1,1,1,1,1,1,1,0,1
482,534.3560230152027,33173.94486486487,1,1,1,1,1,1,1,1,1,1,1,1
483,535.39607540497,48395.852542372886,1,1,1,1,1,1,1,1,1,1,0,1
484,537.266418457031,26712.480000000003,0,1,0,0,0,0,0,0,0,0,0,0
485,537.301513671875,26149.485,0,0,1,0,1,0,0,1,1,0,0,0
486,538.2799682617189,36563.7,0,1,1,1,1,1,1,1,0,1,0,0
487,539.289184570313,23984.530000000002,0,1,0,0,0,0,0,0,0,0,0,0
488,542.3501226251776,1165.5852272727273,0,1,1,1,1,1,1,1,1,1,0,0
489,542.388671875,45309.96,0,0,0,0,0,0,1,0,0,0,0,0
490,543.238372802734,12076.35,0,0,1,0,0,0,0,0,0,0,0,0
491,543.238372802734,12087.869999999999,0,0,1,0,0,0,0,0,0,0,0,0
492,544.770324707031,25461.690000000002,0,0,0,0,0,0,1,0,0,0,0,0
493,553.288696289063,24298.739999999998,0,0,0,0,0,0,0,0,1,0,0,0
494,553.305094401042,25335.460000000003,1,0,0,0,0,0,0,0,0,0,0,0
495,554.2936876085073,23631.61,0,1,0,1,0,0,0,0,0,0,1,0
496,554.4251708984376,1007.6683333333334,0,0,0,0,1,0,1,0,0,0,0,0
497,557.2940673828127,25510.46842105263,1,0,1,0,0,0,1,1,1,0,1,1
498,558.3839950561525,38928.24,0,1,1,1,1,1,1,1,1,1,0,0
499,561.7605285644535,24179.879999999997,0,0,1,0,0,0,1,0,0,0,0,0
500,562.29443359375,27393.36,1,0,0,0,0,0,0,0,0,0,0,0
501,564.35963529699,27396.40852941177,1,1,1,1,1,1,1,1,1,1,1,1
502,568.279296875,11792.730000000001,1,0,0,0,0,0,0,0,0,0,0,0
503,569.290303548177,23941.100000000002,0,0,0,0,0,1,0,0,0,0,0,0
504,569.2937418619792,24148.906666666666,1,0,0,1,0,1,0,0,0,0,0,0
505,569.2954610188805,24235.530000000002,1,0,0,1,0,0,0,0,0,0,0,0
506,569.312896728516,27351.6,0,1,0,1,0,0,0,0,0,0,0,0
507,569.312469482422,27318.72,0,0,0,0,0,1,0,0,0,0,0,0
508,569.3156377618964,27380.11909090909,1,1,1,0,1,1,1,1,1,1,1,1
509,570.2171291775172,36428.45333333334,0,1,1,1,1,1,1,0,0,0,0,0
510,570.2859829989346,16612.232727272727,0,0,1,0,1,0,0,1,1,0,0,0
511,570.4203803168405,52331.86,0,1,1,0,1,1,1,0,1,1,0,0
512,570.4226689091435,52343.786666666674,1,1,1,0,1,1,1,1,1,1,0,1
513,571.262288411458,25044.72,1,0,0,0,0,0,0,0,0,0,0,0
514,571.3415832519535,27217.620000000003,0,0,0,1,0,1,0,0,0,0,0,0
515,572.4382375081381,47447.87166666667,1,1,1,1,1,1,1,1,1,1,1,1
516,573.294514973958,24858.24,1,0,0,0,0,0,0,0,0,0,0,0
517,573.294514973958,24869.76,1,0,0,0,0,0,0,0,0,0,0,0
518,577.268432617188,25613.46,1,0,0,0,0,0,0,0,0,0,0,0
519,577.3935289171006,47710.087999999996,1,1,0,1,1,0,1,0,1,0,0,0
520,579.4219520970395,48024.075789473696,1,1,0,1,1,1,1,0,1,0,0,0
521,584.3046186398234,25030.521538461537,0,1,1,0,1,0,1,1,1,1,1,1
522,584.302480061849,24601.440000000002,0,0,0,0,1,0,0,0,1,0,0,0
523,585.274943033854,44660.18,1,0,0,0,0,0,0,0,0,0,0,0
524,585.287272135417,25023.5,0,0,0,1,0,0,0,0,0,0,0,0
525,585.287272135417,25035.02,0,0,0,1,0,0,0,0,0,0,0,0
526,585.295532226563,26122.56,1,0,0,0,0,0,0,0,0,0,0,0
527,586.3191121419271,25949.395,0,1,1,0,1,0,1,1,1,0,1,1
528,587.3169555664065,28118.16,0,1,0,0,0,0,0,0,1,0,0,0
529,590.2830810546875,24084.225000000002,0,0,1,0,0,0,0,1,0,0,0,0
530,592.2710266113282,25488.160000000003,0,1,0,0,1,0,0,0,0,0,1,0
531,592.2710571289065,25512.69,0,1,0,0,1,0,0,0,0,0,1,0
532,596.3399251302084,26446.23,1,1,1,0,1,0,0,0,1,0,0,0
533,596.3409118652345,26424.269999999997,1,1,1,0,0,0,0,0,1,0,0,0
534,598.4514049183236,33155.48227272727,0,0,1,0,1,0,1,1,0,0,0,0
535,602.2783546447754,24609.9675,1,1,0,1,1,1,1,1,1,0,0,0
536,603.284240722656,36426.9,1,0,0,0,0,0,0,0,0,0,0,0
537,608.385561548098,27541.12090909091,1,1,1,1,1,1,1,1,1,1,1,1
538,610.2827962239584,11772.06,1,0,1,0,1,0,0,1,1,0,1,0
539,612.3341562906902,25773.102000000003,0,1,1,0,1,0,1,1,1,0,0,1
540,612.3341562906902,25784.621999999996,0,1,1,0,1,0,1,1,1,0,0,1
541,612.3343187967937,26209.785,0,1,1,0,1,0,1,1,1,0,1,1
542,612.3375244140625,26408.82,0,0,0,0,0,0,0,0,1,0,0,1
543,613.3390096028647,27549.793333333335,0,1,0,1,0,0,1,0,1,1,0,0
544,614.3504075270434,26542.163076923076,0,0,1,0,1,0,1,1,1,0,1,1
545,614.4490946036619,51935.07551020408,1,1,1,0,1,1,1,1,1,1,0,1
546,614.4467422022967,51948.61636363636,0,0,1,0,1,1,1,1,1,1,0,0
547,615.3084106445314,24792.44666666667,0,0,1,0,1,0,1,1,1,0,0,1
548,615.3089701334637,24728.92,0,0,1,0,1,0,1,0,1,0,0,1
549,616.464305530895,47117.65454545454,1,1,1,1,1,1,1,1,1,1,0,1
550,618.3256915548573,24331.54434782609,1,1,1,0,1,0,1,1,1,0,0,1
551,618.3256915548573,24343.06434782609,1,1,1,0,1,0,1,1,1,0,0,1
552,619.3166707356769,27347.339999999997,1,0,0,0,0,0,0,0,0,0,0,0
553,621.4193796011119,47355.82615384615,1,1,0,1,0,0,1,0,0,0,0,0
554,623.4476174747243,47682.21882352941,1,1,0,1,0,0,1,0,0,0,0,0
555,625.5551554361981,1029.0341666666664,1,1,0,0,0,0,0,0,0,0,0,0
556,626.3136494954427,24820.33,0,1,1,0,0,1,0,0,0,1,0,0
557,626.3134582519531,24908.958,0,1,1,0,0,1,0,1,1,1,0,0
558,636.397277832031,28466.46,0,0,0,0,0,0,0,0,0,1,0,0
559,641.3356933593753,11632.199999999999,0,0,1,0,0,0,1,0,1,0,0,0
560,642.47705078125,59450.34,0,0,0,0,0,0,1,0,0,0,0,0
561,648.306182861328,25962.3,1,0,0,0,0,0,0,0,0,0,0,0
562,648.306182861328,25973.82,1,0,0,0,0,0,0,0,0,0,0,0
563,651.565592447917,1036.4816666666666,0,1,0,0,0,0,0,0,0,0,0,0
564,652.327178955078,24237.66,0,0,0,1,0,0,0,0,0,0,0,0
565,652.4107992304197,27710.10679245283,1,1,1,1,1,1,1,1,1,1,1,1
566,654.3499145507812,25533.819999999996,1,0,0,1,0,0,0,0,0,0,0,0
567,655.3390030924481,25368.4344,0,1,1,0,1,0,1,1,1,1,1,0
568,655.339096795945,25454.614285714284,0,1,0,0,1,0,1,1,1,0,0,0
569,657.36474609375,27688.440000000002,0,0,0,1,0,0,0,0,0,0,0,0
570,658.4752396293312,51533.01652173912,1,1,1,0,1,1,1,1,1,1,0,1
571,658.4725559779579,51522.437142857154,0,0,1,0,1,1,1,0,1,1,0,0
572,660.4901180267334,46802.7,1,1,1,1,1,1,1,1,1,1,0,1
573,665.359802246094,26254.32,0,1,0,0,0,0,0,0,0,1,0,0
574,665.443837483724,46987.840000000004,0,1,0,1,0,0,0,0,0,0,0,0
575,667.322672526042,24258.77,0,0,1,0,1,0,1,0,0,0,0,0
576,667.472930908203,47312.48,0,1,0,1,0,0,1,0,0,0,0,0
577,669.3177625868058,23941.093333333334,0,0,1,0,1,1,0,1,1,0,0,0
578,671.303271484375,46960.128,1,1,1,0,0,0,0,0,0,0,0,0
579,673.349792480469,25889.64,0,0,0,0,0,0,0,1,1,0,0,0
580,673.349833170573,25876.86,0,0,0,0,0,0,1,1,1,0,0,0
581,679.302876790365,24683.550000000003,0,0,0,0,0,0,0,0,0,1,0,0
582,679.302876790365,24762.98,0,0,0,0,0,0,0,0,0,1,0,0
583,680.422332763672,28493.97,0,1,0,0,1,0,0,0,0,0,0,0
584,683.3471801757813,11867.016,0,0,1,0,0,0,1,1,1,0,0,1
585,683.3714090983073,26058.37,0,1,1,0,1,0,1,1,0,0,0,1
586,683.370391845703,26030.04,0,0,0,0,0,0,1,1,0,0,0,0
587,693.3548380533854,27200.02,0,0,0,0,1,0,1,0,0,1,0,0
588,696.436997519599,27799.28625,1,1,1,1,1,1,1,1,1,1,1,1
589,702.4982957628039,51199.518,0,1,1,0,1,1,1,1,1,1,0,0
590,702.4984797724974,51215.136666666665,0,1,1,0,0,1,1,1,1,1,0,0
591,702.936279296875,28533.57,0,0,0,1,0,0,0,0,0,0,0,0
592,704.5158233642579,46511.46214285714,1,1,1,1,1,1,1,1,1,1,0,0
593,705.3199310302736,26023.75875,0,1,1,0,1,0,1,1,1,0,1,1
594,711.4994354248049,46954.425,0,1,0,1,0,0,0,0,0,0,0,0
595,724.3715616861979,24741.899999999998,0,1,0,0,0,0,0,0,0,0,0,0
596,725.3505706787109,24983.82,0,1,0,1,0,0,0,0,0,0,0,0
597,736.3619435628256,23901.565,1,0,1,0,1,0,1,1,0,0,0,0
598,740.463286336263,27919.644000000008,1,1,1,1,1,1,1,1,1,1,0,1
599,741.572499593099,1188.43,0,1,0,0,0,0,0,0,0,0,0,0
600,743.3922593858507,26616.800000000003,0,0,1,0,1,0,1,1,1,0,1,1
601,743.3922593858507,26628.34,0,0,1,0,1,0,1,1,1,0,1,1
602,746.5236450195314,50920.60799999999,0,0,1,0,0,1,1,1,0,0,0,0
603,746.5240139431426,50923.686666666676,0,1,1,0,1,1,1,0,0,0,0,0
604,748.5430338541667,46263.848,1,1,0,1,1,0,1,0,1,0,0,0
605,751.3710239955356,15426.0,0,0,0,0,0,0,1,1,1,0,0,0
606,751.370585123698,15508.470000000001,0,0,0,0,0,0,0,1,0,0,0,0
607,755.3552284240725,25248.097500000003,0,1,0,0,1,0,1,1,1,1,0,0
608,755.3552795410158,25277.250000000004,0,1,1,0,1,0,1,1,1,1,0,0
609,756.3524644639755,24177.400000000005,0,0,1,0,1,0,0,1,1,0,0,1
610,756.351081000434,24123.49,0,0,0,0,1,0,0,1,1,0,0,1
611,766.382486979167,24322.690000000002,1,1,0,0,0,0,0,0,0,0,0,0
612,766.382527669271,24590.14,0,1,0,0,0,0,0,0,0,0,0,0
613,767.4019165039066,11727.25,0,0,1,0,1,0,1,1,1,0,0,0
614,767.4014739990234,11666.79,0,0,0,0,1,0,1,0,0,0,0,0
615,773.380737304688,27387.120000000003,0,1,0,0,0,0,0,0,0,0,0,0
616,773.380737304688,27398.64,0,1,0,0,0,0,0,0,0,0,0,0
617,783.4368733723958,24349.724,0,1,1,0,1,0,1,1,1,0,0,1
618,783.4368733723958,24361.255999999998,0,1,1,0,1,0,1,1,1,0,0,1
619,784.4896697998049,28050.300000000003,1,1,1,1,1,1,1,1,1,1,0,1
620,785.5922241210941,46123.78,0,0,0,0,0,0,0,0,1,0,0,0
621,792.5694469105115,46007.56363636363,1,1,0,1,0,0,1,0,0,0,0,0
622,795.408752441406,24794.28,0,1,0,0,0,0,0,0,0,0,0,0
623,806.400512695313,24967.35,0,0,0,1,0,0,0,0,0,0,0,0
624,806.400512695313,24978.870000000003,0,0,0,1,0,0,0,0,0,0,0,0
625,808.416961669922,25759.77,0,1,0,0,0,1,0,0,0,0,0,0
626,808.416961669922,25771.35,0,1,0,0,0,1,0,0,0,0,0,0
627,811.3932876586916,24413.8275,0,0,1,0,1,0,1,1,1,0,0,1
628,811.3920135498049,24360.269999999997,0,0,0,0,1,0,1,0,0,0,0,0
629,817.583477047318,37152.17234042553,1,1,1,1,1,1,1,1,1,1,0,1
630,828.5133972167971,28145.184,0,1,1,1,1,1,1,1,0,1,0,0
631,835.44081624349,25555.769999999997,1,0,0,0,0,0,0,0,0,0,0,0
632,835.4408162434898,25619.72,1,0,0,0,0,0,0,0,0,0,0,0
633,836.5926879882812,45790.458000000006,0,1,0,1,0,0,0,0,0,0,0,0
634,839.564025878906,37272.134999999995,0,0,0,0,0,0,0,0,1,0,0,0
635,853.4497222900392,24585.105,0,0,1,0,0,0,1,1,1,0,0,0
636,853.4515935724434,24663.736363636366,0,0,1,0,1,0,1,1,1,0,0,1
637,855.3821563720704,25027.244999999995,0,0,0,0,0,1,1,1,0,1,0,0
638,871.4490783691408,26213.814000000002,0,1,1,0,1,0,1,1,1,1,0,0
639,871.450164794922,26228.290909090905,0,1,1,0,1,0,1,1,1,1,0,1
640,872.5390258789064,28197.444,0,1,0,1,0,1,1,1,0,0,0,0
641,879.4544372558595,25779.84,0,1,0,0,0,0,0,0,0,0,1,0
642,879.4585774739584,25784.48,1,1,0,0,0,0,0,0,0,0,1,0
643,879.478373209635,24283.32,1,0,0,0,0,0,0,0,0,0,0,0
644,881.352752685547,23946.93,0,0,0,0,1,0,0,0,0,1,0,0
645,883.4494803292412,25753.388571428568,0,0,1,0,1,0,1,1,1,0,0,0
646,891.5888061523439,1187.4950000000001,0,1,0,0,0,0,0,0,0,0,0,0
647,895.3956604003906,24966.143999999997,0,0,1,0,1,1,1,1,1,1,0,0
648,895.3956909179689,25043.84,0,0,0,0,0,1,1,0,0,0,0,0
649,906.4301215277777,24179.660000000003,0,0,0,0,0,0,1,0,1,1,0,1
650,906.4289407169117,24238.330588235294,0,0,1,0,1,0,1,1,1,1,0,1
651,906.4283289026332,24204.366666666665,0,0,1,0,1,0,0,1,1,1,0,0
652,922.4237026638455,24033.536666666667,0,0,1,0,1,0,1,1,1,1,0,1
653,922.4231414794922,24074.475000000002,0,0,1,0,1,0,0,0,1,1,0,0
654,922.4230934425638,23996.346666666665,0,0,0,0,1,0,1,1,1,1,0,0
655,931.6255218505861,33247.83,1,1,1,1,1,1,1,1,1,1,0,1
656,931.624221801758,33243.51857142857,0,1,0,1,1,1,1,1,1,1,0,0
657,934.458618164063,24796.260000000002,0,0,0,1,0,0,0,0,0,0,0,0
658,934.458618164063,24840.959999999995,0,0,0,1,0,0,0,0,0,0,0,0
659,936.4750747680664,25642.822500000002,0,1,1,0,0,0,1,0,1,1,0,0
660,936.488983154297,25675.95,1,0,0,0,0,0,0,0,0,0,0,0
661,936.488983154297,25687.5,1,0,0,0,0,0,0,0,0,0,0,0
662,938.421588897705,24512.52,0,1,0,0,1,0,1,1,1,1,0,1
663,938.421588897705,24524.0775,0,1,0,0,1,0,1,1,1,1,0,1
664,947.4477878146702,26461.13333333333,0,1,0,0,0,0,1,1,1,1,1,1
665,947.4473368326823,26420.650000000005,0,1,0,0,0,0,1,1,1,1,0,1
666,953.606079101563,33260.43,0,0,0,0,0,0,0,1,0,1,0,0
667,967.480010986328,25234.11,0,0,0,0,1,0,0,0,1,0,0,0
668,991.5170471191407,26558.616,0,0,1,0,1,0,0,1,1,1,0,0
669,997.4572875976562,24740.1,0,0,1,0,1,0,1,1,0,0,0,1
670,1007.5140409923736,25525.58571428571,0,0,1,0,1,0,1,0,1,0,1,1
671,1007.5150881166815,25544.806666666667,0,1,1,0,1,0,1,0,1,0,1,1
672,1031.588348388672,36530.4525,0,1,0,0,1,1,1,1,0,1,0,0
673,1031.588348388672,36542.0175,0,1,0,0,1,1,1,1,0,1,0,0
674,1064.5332815987726,25392.308571428577,0,1,1,0,1,0,1,1,1,1,0,0
675,1064.5347018771706,25408.786666666667,0,1,1,0,1,0,1,1,1,1,0,1
676,1088.5354614257815,25588.92,0,0,0,0,0,0,1,1,0,0,0,0
